バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
CastHour,Non Stop Rock,DRUM'N'BASS,Masayoshi Iimori,8,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1480,626,228,18,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-14 14:16
CastHour,One for All,EUPHORIC FRENCHCORE,RoughSketch,21,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2433,1046,341,83,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-20 11:57
CastHour,Onyx,STYLISH COLOUR,BEMANI Sound Team "HuΣeR",2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,2070,925,220,59,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-03-11 11:52
CastHour,P.O.W.E.R.,RAWSTYLE,Yuta Imai,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2013,895,223,33,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-09-04 17:43
CastHour,PIRATES BLADE,STORMY SEA,BEMANI Sound Team "劇団レコード",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1853,848,157,15,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-14 20:00
CastHour,PLASMA SOUL NIGHT feat. Nana Takahashi / 709sec.,LIGHTNING EUROBEAT,BEMANI Sound Team "L.E.D.",25,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3020,1246,528,241,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-09-12 20:03
CastHour,Pout,FUTURE BASS,BEMANI Sound Team "SYUNN",2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2228,985,258,39,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-01-15 15:22
CastHour,Prohibited Props,VARIABLE FUTURE BASS,BEMANI Sound Team "ZAQUVA",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1775,748,279,35,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-01-13 22:21
CastHour,Purple Perplex,MELODIC RIDDIM,Eagle,16,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2235,939,357,95,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-28 11:22
CastHour,Push on Beats!～音ゲの国のeX-ストリーマー～,AKIBA-POP,MOSAIC.WAV,12,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2375,960,455,149,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-07-13 11:39
CastHour,RAGE feat.H14 of LEONAIR,MIXTURE,DJ Mass MAD Izm*,11,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2579,1008,563,168,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-07-27 09:19
CastHour,Silver Bullet,PIANO CONCERTINO + JAZZ FUSION,xi,11,0,0,0,0,---,NO PLAY,---,6,1134,525,84,2,CLEAR,AAA,10,1764,777,210,5,CLEAR,AA,12,2132,835,462,183,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-04-24 21:38
CastHour,Smalt #28598F,TECH DANCE,REMO-CON,22,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2183,858,467,118,ASSIST CLEAR,B,0,0,0,0,---,NO PLAY,---,2025-09-11 14:11
CastHour,SOLID WYVERN,HARDPSY,BEMANI Sound Team "L.E.D.",27,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2021,866,289,18,HARD CLEAR,AA,12,2301,889,523,241,FAILED,B,2025-09-04 18:49
CastHour,Souhait bleu,ALCHEMY POP,しーけー,7,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2289,987,315,64,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-18 15:39
CastHour,SPARK IN THE NIGHT,EUPHORIC HARDSTYLE,BEMANI Sound Team "L.E.D.-G",2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1714,720,274,27,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-01-13 22:01
CastHour,Stepper,DANCE MUSIC,PSYQUI,5,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1884,830,224,7,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-20 11:54
CastHour,Tail Lights,TRANCE,BEMANI Sound Team "dj TAKA" feat.nana hatori,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2402,1059,284,62,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-06 10:40
CastHour,TOMAHAWK,SUPER HARDCORE NOVA,かめりあ,10,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2851,1207,437,114,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-21 10:10
CastHour,Triple Cross,MUSIC GAME TRADITIONAL,BEMANI Sound Team "dj TAKA & DJ YOSHITAKA & SYUNN",18,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,2065,930,205,21,HARD CLEAR,AA,12,2560,1115,330,117,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-07 15:15
CastHour,Ventriloquist,JAZZY STEP,Avans,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1941,880,181,42,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-01-13 12:21
CastHour,Victory Of Ravers,HARDCORE RAVE,DJ Shimamura,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2024,899,226,13,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-06 19:59
CastHour,VR - Virtual Reality (prod.by Snail's House),DANCE MUSIC,KMNZ,2,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,1939,834,271,20,HARD CLEAR,AA,2025-03-20 21:13
CastHour,WHA,CROSSO-WHA-R,かめりあ involving ななひら,13,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2464,954,556,208,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-09-01 14:59
CastHour,Wonderful Escape,NU DRUM & BASS,DE DE MOUSE,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1806,822,162,20,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-26 21:05
CastHour,Xyndrome,FRENCHCORE,nora2r,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2429,1060,309,48,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-19 14:49
CastHour,《GRANDMASTER》,TRIUMPH,Blacklolita,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,1970,786,398,52,HARD CLEAR,B,0,0,0,0,---,NO PLAY,---,2025-03-13 12:40
CastHour,あいつら全員同窓会,J-POP,ずっと真夜中でいいのに。,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CastHour,めでてえ,ハッピースピードコア,TORIENA,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2245,1000,245,1,FULLCOMBO CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-01 19:50
CastHour,アクマフカ,ROCK,Pizuya's Cell,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2036,887,262,14,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-11-25 11:06
CastHour,ウツシミウツシ,ALTERNATIVE DANCE CORE,BEMANI Sound Team "PHQUASE" feat.ぁゅ,6,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2510,1113,284,47,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-09 19:58
CastHour,オドループ,J-POP,フレデリック,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,11,2821,1326,169,25,HARD CLEAR,AAA,2025-08-01 19:14
CastHour,オールトの雲,GALAXY QUEST,OSTER project,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,11,2182,975,232,31,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-01-12 13:39
CastHour,グッバイ宣言,IIDX EDITION,Remixed by uno(IOSYS) & Liqo feat. Chiyoko,6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,2586,1139,308,49,HARD CLEAR,AA,12,2824,1225,374,134,EASY CLEAR,A,2025-06-04 19:30
CastHour,シル・ヴ・プレジデント,J-POP,P丸様。,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,11,2195,1004,187,30,HARD CLEAR,AA,2025-03-13 12:37
CastHour,ナイトフィクション,ALTERNATIVE,中山真斗 feat. CHAN,15,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1836,820,196,17,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-19 22:04
CastHour,ハイテックトキオ,ハイテックトキオ,lapix ∞ BEMANI Sound Team "Sota Fujimori",7,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2073,893,287,37,HARD CLEAR,A,12,2340,973,394,105,CLEAR,A,2025-04-25 11:00
CastHour,ピアノ独奏無言歌 "灰燼",THRENODY,BEMANI Sound Team "Virkato Wakhmaninov",9,0,0,0,0,---,NO PLAY,---,6,1116,513,90,3,FULLCOMBO CLEAR,AAA,10,1919,793,333,35,CLEAR,A,12,1873,710,453,490,FAILED,D,0,0,0,0,---,NO PLAY,---,2025-07-29 16:57
CastHour,ミュージック・アワー,IIDX EDITION,Remixed by BEMANI Sound Team "PON",1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2589,1158,273,26,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-25 20:15
CastHour,口カラ凸ゲキ,HUMAN BEATBOX ELECTRO,SARUKANI × Blacklolita,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CastHour,天邪鬼,HARD DANCE,Qlarabelle,16,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2424,991,442,133,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-27 11:29
CastHour,怪物,IIDX EDITION,Remixed by Nhato feat. ricono,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-11-30 21:24
CastHour,愛しくてラヴィンユー ft. マナ,EURO BEAT,Xceon,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
CastHour,月とミルク,CHIPBREAK POP,TORIENA,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,11,2265,1006,253,41,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-20 19:53
CastHour,烽火連天の刃,CYBER TAIGA,OSTER project,15,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2333,978,377,182,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-09-01 15:38
CastHour,禊,HARD PSY TRANCE,Nhato,15,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2147,889,369,118,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-27 11:48
CastHour,逆月,JAPANESQUE,BEMANI Sound Team "HuΣeR" feat.Fernweh,21,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,2570,1075,420,125,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-18 12:56
CastHour,雪上断火,HIP ROCK3,Des-ROW・組,9,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2305,975,355,85,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-12 23:00
CastHour,青の洞窟,AQUARIUM QUARTERSTEP,Ujico*,13,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2227,951,325,49,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-09-03 11:56
CastHour,黒紅掬い,SHOWA RETRO,猫叉Master feat.霜月はるか,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1903,885,133,14,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-10-18 17:35
RESIDENT,#CMFLG,HARD TRIBAL,Qlarabelle,13,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1845,805,235,31,CLEAR,AA,12,2185,892,401,79,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-06-22 19:55
RESIDENT,24h Endurance Race,HARDCORE,BEMANI Sound Team "Risk Junk",10,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2494,1020,454,145,ASSIST CLEAR,B,0,0,0,0,---,NO PLAY,---,2025-09-09 15:20
RESIDENT,3V0,NEO DANCE SPEED,BlackY,9,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,11,2456,1072,312,56,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-09-03 21:41
RESIDENT,7 Colors,PRISM EURO,kors k feat.吉河順央,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1693,756,181,21,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-08 10:18
RESIDENT,[ ]DENTITY,FORTUNE OVERTURE,BEMANI Sound Team "HuΣeR",16,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2569,1077,415,272,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-08-31 23:16
RESIDENT,Always We Trust In You,EMOTIONAL HAPPY EUPHORIA,nora2r,15,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2565,1112,341,91,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-03 21:54
RESIDENT,Ambush Ace,ELECTRO FUSION,Xceon,9,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2280,986,308,66,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-13 11:21
RESIDENT,anthracene,HYPER EUROBEATECHNO,DJ Command (Eurobeat Union),29,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2327,965,397,112,ASSIST CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-20 10:05
RESIDENT,AWA AWA,BOSSA NA NOKA,Snail's House,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2092,955,182,17,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-05 11:30
RESIDENT,B.O.D.Y.,HARD BODY MUSIC,BEMANI Sound Team "L.E.D. Sota F."& Starbitz,14,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,12,2236,905,426,129,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-09 15:48
RESIDENT,Bad Encryption,NEO INDUSTRIAL,BEMANI Sound Team "ZAQUVA" respect for teranoid,14,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,12,2064,850,364,219,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-08-26 10:08
RESIDENT,Beyond Evolution,CULMINATION,Hekatoncheir,22,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,11,2069,879,311,38,HARD CLEAR,A,12,2237,881,475,402,FAILED,C,0,0,0,0,---,NO PLAY,---,2025-09-09 16:02
RESIDENT,BIGWAVERS,EMOTIONAL HARDCORE SUMMERS,BlackY,18,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2370,972,426,143,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-07-25 20:05
RESIDENT,C-C-C-N-N-N,ELECTRONICORE,RoughSkreamZ feat. Aikapin,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2250,949,352,45,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-07-18 21:17
RESIDENT,Caldwell 99,STARRY BASS HOUSE,BlackY,15,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2105,892,321,31,HARD CLEAR,AA,12,2316,917,482,120,EASY CLEAR,B,2025-09-03 22:35
RESIDENT,Chaotoxin,HELETIC BREAK D'n'B,Feryquitous,37,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2330,956,418,150,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-03 10:12
RESIDENT,CODE -CRiMSON-,NRG SCHRANZ,Shiron,4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2544,1102,340,21,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-28 10:29
RESIDENT,CUE CUE RESCUE,EMERGENCY CORE,TORIENA,6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1965,874,217,50,HARD CLEAR,AA,12,2531,1109,313,50,HARD CLEAR,AA,2025-05-30 20:02
RESIDENT,DIAMOND JACKAL,ENIGMATIC BASS HARDCORE,Akira Complex,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,1825,754,317,54,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-01-17 13:44
RESIDENT,dica dica,ACID RAVE,REMO-CON,12,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2051,768,515,133,EASY CLEAR,B,0,0,0,0,---,NO PLAY,---,2025-08-11 11:23
RESIDENT,Dreaming Dream,DANCE POP,MK feat. 紫咲ほたる,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1950,880,190,17,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-18 15:27
RESIDENT,Driver,BIGROOM D&B,Masayoshi Iimori,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
RESIDENT,EXODUS SIGN,TEAROUT BREAKS,Blacklolita,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,1941,837,267,39,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-01-19 11:45
RESIDENT,Fading Stars,TRANCE,Nhato,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2008,859,290,77,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-10 23:15
RESIDENT,FLARE -炎舞- ft.Nana Takahashi,BPL S3 THEME,BEMANI Sound Team "dj TAKA" Vs SOUND HOLIC,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2236,988,260,19,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-05 12:16
RESIDENT,Get On Your Feet,HYBRID TRANCE,Nhato,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2139,938,263,45,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-09-03 22:59
RESIDENT,GET UP AGAIN,COMPETITIVE ROCKSTEP,Zekk feat. くらべ,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,10,2192,1010,172,18,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-06-05 13:04
RESIDENT,glacia,ARTCORE,DJ TOTTO,25,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2281,1007,267,72,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-07-17 16:54
RESIDENT,Hat Surprise (Season 2),UK HARDCORE,Hommarju,15,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2499,1044,411,95,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-03 21:29
RESIDENT,I,CHIP ELECTRO,黒魔,24,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2516,1001,514,134,EASY CLEAR,B,0,0,0,0,---,NO PLAY,---,2025-08-31 10:49
RESIDENT,KING,IIDX EDITION,Remixed by SOUND HOLIC feat. はるの,8,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2578,1135,308,54,HARD CLEAR,AA,12,3046,1309,428,113,CLEAR,A,2025-07-17 16:49
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,CHANNEL K,kors k,6,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2805,1200,405,115,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-07-18 21:43
RESIDENT,LADS,HYBRID FOLK,BEMANI Sound Team "PON",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
RESIDENT,Level 4,DnB,Yamato,28,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,1766,771,224,18,HARD CLEAR,AA,12,2723,1075,573,112,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-30 21:00
RESIDENT,LOUDER ROLLING THUNDER,MASSIVE MIXTURE,BEMANI Sound Team "Dustup Vs. L.E.D.-G",8,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,2039,780,479,212,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-09-09 15:23
RESIDENT,Luna Plena,MELODIC J-ROCK,アオワイファイ,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2001,843,315,44,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-06-08 09:14
RESIDENT,mathematical good-bye,ハードコア,三代目 ADULTIC TEACHERS feat. BEMANI Sound Team "スコーピオン志村",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2422,1098,226,35,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-05 11:43
RESIDENT,MAX 360,HARDCORE TECHNO,BEMANI Sound Team "[x]",3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2314,972,370,95,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-07-17 17:01
RESIDENT,Meissa,PROGRESSIVE DRUM'N'BASS,BEMANI Sound Team "Yvya",16,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2098,918,262,85,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-03 22:20
RESIDENT,Move UR Body,HAPPY HARDCORE,nora2r,7,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,11,2183,954,275,32,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-26 10:05
