バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
EMPRESS,卑弥呼,ESOTERIC SPEEDCORE,朱雀 VS 玄武,12,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,12,2497,985,527,299,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-07-29 15:56
EMPRESS,天空脳番長危機十六連打,RAGE AGAINST EMPRESS,D.J.SETUP,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
EMPRESS,山岡晃の「クイズ！家事都合！」,ポップス,AKIRA YAMAOKA feat.喜屋武ちあき,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1554,682,190,20,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-03-21 11:14
EMPRESS,翼,J-TRANCE,小林ゆう,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,1937,899,139,9,HARD CLEAR,AAA,11,2386,1071,244,54,CLEAR,AA,2025-03-24 09:39
EMPRESS,鉄甲乙女-under the steel-,IRON CONCERTO,Seiya Murai,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1950,853,244,37,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-02-14 19:12
SIRIUS,AIR RAID FROM THA UNDAGROUND,SPEEDCORE,GUHROOVY,8,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1748,753,242,64,FAILED,A,12,2003,825,353,106,FAILED,B,2025-08-14 14:24
SIRIUS,Almagest,AKASHIC RECORDS,Galdeira,46,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,1599,657,285,60,CLEAR,A,12,1720,671,378,373,FAILED,C,0,0,0,0,---,NO PLAY,---,2025-09-10 23:24
SIRIUS,Bad Maniacs,INDUSTRIAL,kors k as teranoid,10,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,12,1778,727,324,378,FAILED,C,0,0,0,0,---,NO PLAY,---,2025-07-13 13:26
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1703,711,281,40,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-03-25 12:28
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1942,873,196,20,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-09-09 14:18
SIRIUS,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,7,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2468,1119,230,38,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-03 20:10
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1552,720,112,14,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-01-23 19:31
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),SUBLIME TECHNO,Remixed by DJ YOSHITAKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
SIRIUS,D,NEXT SKOOL BREAKBEATS HARDCORE,Eagle,9,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FAILED,---,10,1586,675,236,44,CLEAR,A,11,1808,757,294,80,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-09 14:24
SIRIUS,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,2,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,10,2821,1292,237,39,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-25 18:32
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,1859,829,201,36,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-22 12:32
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2073,902,269,40,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-09-10 22:55
SIRIUS,Do Back Burn,ELECTRO,PRASTIK DANCEFLOOR,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1673,704,265,56,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-14 14:44
SIRIUS,DOMINION,HARDCORE,L.E.D.-G,12,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,2156,1014,128,15,HARD CLEAR,AAA,12,2568,1177,214,95,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-01 12:36
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1941,823,295,35,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-09 14:21
SIRIUS,Elisha,TRANCE CORE,DJ YOSHITAKA,9,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2369,1065,239,23,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-03 10:57
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,1941,841,259,87,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-02-23 19:43
SIRIUS,eRAseRmOToRpHAntOM,HARDCORE,L.E.D.-G VS GUHROOVY,5,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2431,993,445,155,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-08-18 13:47
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,7,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2223,953,317,61,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-09 14:26
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,14,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1959,794,371,49,CLEAR,A,12,2905,1248,409,128,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-14 14:53
SIRIUS,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,11,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,2051,917,217,28,HARD CLEAR,AA,12,2724,1111,502,148,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-09 14:38
SIRIUS,GALGALIM,HARDCORE TECHNO,L.E.D.,13,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,1834,779,276,50,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-07-13 20:16
SIRIUS,GOLDEN CROSS,TECHNO,dj REMO-CON VS dj TAKA,10,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,12,1874,761,352,158,ASSIST CLEAR,B,0,0,0,0,---,NO PLAY,---,2025-06-22 21:26
SIRIUS,Hydrogen Blueback,TECH DANCE,MAD CHILD,7,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1812,790,232,38,HARD CLEAR,A,11,1903,769,365,32,HARD CLEAR,A,2025-05-14 19:24
SIRIUS,IN THE NAME OF LOVE,EUROBEAT,Y&Co.feat.Erica,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
SIRIUS,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1721,713,295,54,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-09 14:48
SIRIUS,Last Burning,ELECTRO,Dirty Androids,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1639,702,235,22,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-03-25 12:25
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2183,964,255,65,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-09-09 14:36
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,1786,793,200,13,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-02-09 14:43
SIRIUS,mosaic,TECHNO POP SPEED,Auridy,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,2408,1119,170,42,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-06-22 19:41
SIRIUS,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2710,1233,244,39,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-02-10 18:46
SIRIUS,NoN-Fiction Story!,TECHNO POP,Creative Life,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1716,766,184,11,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-06 15:04
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1646,704,238,71,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-06-28 19:05
SIRIUS,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,13,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,1824,725,374,344,FAILED,C,0,0,0,0,---,NO PLAY,---,2025-06-29 15:41
SIRIUS,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,10,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2317,964,389,201,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-08-25 09:50
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,15,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,12,2536,1075,386,48,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-29 16:28
SIRIUS,Roots of my way!,ACTRESS,ナイア,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
SIRIUS,Session 1 -Genesis-,ELECTRIC FUSION,PRASTIK DANCEFLOOR,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1584,692,200,42,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-12-24 14:24
SIRIUS,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,27,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,11,1886,819,248,35,HARD CLEAR,AA,12,2704,1134,436,126,ASSIST CLEAR,A,12,2529,1031,467,268,FAILED,B,2025-09-09 14:33
SIRIUS,Sorrows,EMO,Asako Yoshihiro,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,2352,1096,160,12,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-04-29 20:13
SIRIUS,Special One,J-HOUSE,kors k feat. Suzuyo Miyamoto,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,1420,610,200,27,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-07-13 20:07
SIRIUS,THE LAST STRIKER,DRUM & BASS,L.E.D.,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,2128,939,250,64,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-14 14:21
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1954,879,196,3,CLEAR,AA,11,2377,1032,313,30,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-09-09 15:15
SIRIUS,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1635,754,127,5,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-09-09 15:45
SIRIUS,たからもの,POPS,セリカ＆エリカ,11,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,2743,1263,217,24,HARD CLEAR,AAA,11,3327,1568,191,55,CLEAR,AAA,2025-09-09 14:43
SIRIUS,コスモス,J-POP,TSU-NA,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,1784,826,132,15,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-27 09:58
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
SIRIUS,バビロニア,DISTORTED NEW AGE,劇団レコード,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1663,771,121,19,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-02-07 17:24
SIRIUS,ワルツ第17番 ト短調”大犬のワルツ”,VALSE,virkato,12,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1813,747,319,71,CLEAR,A,12,2186,841,504,372,FAILED,C,0,0,0,0,---,NO PLAY,---,2025-08-22 12:03
SIRIUS,未来のプリズム,STARPOP,星野奏子,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
SIRIUS,水上の提督(Short mix from "幻想水滸伝V"),WORLD/ELECTRONICA,猫叉Master,2,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,CLEAR,---,9,1423,616,191,48,CLEAR,A,10,1778,767,244,42,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-02-23 19:40
Resort Anthem,Aegis,TECHNO,IT medalion,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1793,790,213,39,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-27 09:48
Resort Anthem,ALBIDA,HARD RENAISSANCE,DJ YOSHITAKA,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2137,951,235,66,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-21 10:17
Resort Anthem,Answer,STARPOP,星野奏子,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1918,849,220,15,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-02-05 17:10
Resort Anthem,ANTHEM LANDING,LATIN TEK,DJムラサメ,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,11,1799,753,293,90,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-02-05 17:15
Resort Anthem,Believe In Me,HARDCORE,Uraken feat. Calyn Tsukishima,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,1928,838,252,44,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-19 15:48
Resort Anthem,BLUST OF WIND,CROSSOVER HOUSE,Anemo=Aspel by MLREC.,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1849,824,201,22,HARD CLEAR,AA,11,2247,980,287,50,CLEAR,A,2025-09-08 20:47
Resort Anthem,Bounce Bounce Bounce,DANCEHALL,kors k feat.Kanata Okajima＆楽天斎,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
Resort Anthem,Breaking the ground,HARDCORE,Art of Fighters,6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2331,1103,125,11,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-07-31 17:25
Resort Anthem,Broken,TRANCE,dj TAKA feat.AiMEE,18,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,1963,820,323,92,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-10 12:24
Resort Anthem,BROKEN EDEN,SYMPHONIC-TEK,MYTHOLOGIA by MLREC.,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,1586,645,296,103,FAILED,B,0,0,0,0,---,NO PLAY,---,2025-08-25 09:41
Resort Anthem,Dances with Snow Fairies,トレンディートランス,Dr.Honda,10,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2105,827,451,209,FAILED,B,12,1976,770,436,491,FAILED,C,2025-07-14 19:16
Resort Anthem,DAYDREAMER,GIRLY ROCK,ピンクターボ,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2352,1093,166,36,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2025-08-13 11:53
Resort Anthem,Destiny Sword,ELECTRIC STEP,CAPACITY GATE,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1814,771,272,65,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-12-14 17:24
Resort Anthem,DM STAR～関西 energy style～,SPEED RAVE,NAOKI,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2260,969,322,68,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-06-24 19:00
Resort Anthem,Energy Drive,HARDCORE,kevin energy,6,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1839,782,275,58,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-08-17 10:32
Resort Anthem,Eternal Tears,WINTER BALLADE,ツガル,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,CLEAR,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
Resort Anthem,Everlasting Resort,ONLY ONE ANTHEM,SUPER STAR 満-MITSURU-,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1665,721,223,29,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-09-11 13:31
Resort Anthem,Fantasia,HYPER FANTASIA,ＴЁЯＲＡ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
Resort Anthem,Golden Palms,NU DISCO,Dirty Androids,8,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,1843,785,273,24,HARD CLEAR,A,11,2076,909,258,45,CLEAR,AA,2025-07-27 10:46
Resort Anthem,I FIGHT ME,DRUM & BASS,kobo feat. Marsha,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
Resort Anthem,Kailua,ENERGETIC HAWAIIAN TRANCE,kors k,18,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,1750,772,206,33,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-08-31 11:20
Resort Anthem,Let The Track Flow,UK HARDCORE,Brisk & Ham,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1936,809,318,48,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-05-04 22:39
Resort Anthem,Medicine of love,MAGICAL POP,イロハ＆リリナ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
Resort Anthem,Mermaid girl,BUBBLEGUM DANCE,Cream puff,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2223,992,239,20,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-06-20 23:09
Resort Anthem,Never Fade Away,IIDX HANDZ UP!!,Sota Fujimori feat. dj MAX STEROID,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2296,947,402,91,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-04-09 12:58
Resort Anthem,New Castle Legions,DYSTOPIA,Dirty Androids,9,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2216,905,406,76,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-09-10 22:18
Resort Anthem,PARADISE LOST,TRANCE CORE,Ryu☆ Vs. L.E.D.-G,14,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1916,867,182,22,HARD CLEAR,AA,12,2583,1089,405,158,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-08-22 12:00
Resort Anthem,passionate fate,HANDZ UP,Ryu☆,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2141,956,229,42,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-04-08 20:30
Resort Anthem,perditus†paradisus,ANTHEM CORE,iconoclasm,12,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,1795,723,349,62,CLEAR,A,12,2101,821,459,411,FAILED,C,0,0,0,0,---,NO PLAY,---,2025-07-17 18:13
Resort Anthem,Programmed Life,PSY TRANCE(FULL ON),kors k,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,11,1848,767,314,60,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-02-04 12:56
Resort Anthem,reunion,CYBER WALTZ,Tatsh,15,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1962,864,234,58,CLEAR,AA,12,2562,1091,380,294,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-09-07 16:24
Resort Anthem,Rock Da House,UK HARDCORE,M-Project fw. GUHROOVY,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
Resort Anthem,SABER WING,SHOOTING WALTZ,TAG,6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2229,948,333,116,FAILED,A,0,0,0,0,---,NO PLAY,---,2025-09-11 12:47
